direction,seed,metric,scvi,totalvi,delta
direction_B,8,nll,0.7309452613071467,0.5495225127367118,-0.18142274857043483
direction_B,9,nll,0.7345393228846162,0.5438396246799417,-0.19069969820467447
direction_B,10,nll,0.7329722831220357,0.5785242836428222,-0.1544479994792135
direction_B,11,nll,0.7625629356551582,0.6715284142946373,-0.09103452136052093
direction_B,12,nll,0.7049989273485648,0.5812635104880827,-0.12373541686048217
direction_B,13,nll,0.7740382037926574,0.5355671688086272,-0.23847103498403022
direction_B,14,nll,0.8064457190607366,0.6114898998812474,-0.19495581917948923
direction_B,15,nll,0.7724784397177338,0.5711770654542382,-0.2013013742634956
direction_B,16,nll,0.7979508340417403,0.5768372485319375,-0.22111358550980276
direction_B,17,nll,0.7643469797873229,0.5870885354302561,-0.17725844435706684
direction_B,18,nll,0.7641184703470716,0.5392189761566952,-0.22489949419037636
direction_B,19,nll,0.7873650715818935,0.5953728410315285,-0.19199223055036496
direction_B,0,brier,0.2985765812861604,0.2876900029114873,-0.010886578374673106
direction_B,1,brier,0.3535429276525009,0.3614795845888198,0.007936656936318898
direction_B,2,brier,0.3165314452929215,0.2863904907124651,-0.030140954580456403
direction_B,3,brier,0.3317534915840252,0.2523268814673542,-0.07942661011667096
direction_B,4,brier,0.3391738961707391,0.2635272201814445,-0.07564667598929464
direction_B,5,brier,0.3591964512071839,0.2459330807758884,-0.1132633704312955
direction_B,6,brier,0.3398988650771052,0.2905153739497079,-0.049383491127397317
direction_B,7,brier,0.3254071872941828,0.305992375951466,-0.019414811342716776
direction_B,8,brier,0.3153821928659502,0.2867413609976069,-0.02864083186834332
direction_B,9,brier,0.3277721752895915,0.2759147786033302,-0.051857396686261326
direction_B,10,brier,0.3207274764718049,0.2824611232748988,-0.03826635319690608
direction_B,11,brier,0.3415030222917333,0.3519672906203578,0.010464268328624515
direction_B,12,brier,0.320519084624519,0.307933022422383,-0.012586062202135984
direction_B,13,brier,0.3369836151280098,0.2746604703945524,-0.0623231447334574
direction_B,14,brier,0.3703752949977284,0.3030212787183394,-0.06735401627938903
direction_B,15,brier,0.3532949363051765,0.2855323606215073,-0.06776257568366922
direction_B,16,brier,0.3496032224692512,0.3032554391277576,-0.04634778334149359
